کد,عنوان,تلفن,آدرس,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800711,سوپر امید - 80778,77455256,میدان رسالت- خ مدنی- نبش گنجی - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800712,سوپر پاتوق- 80779,,میدان رسالت- خ مدنی- ورودی متروی گلبرگ - م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300786,سوپر یاران نظرلو- 30432,88775819,جردن- دستگردی( ظفر) - به سمت ولیعصر- جنب بوستان كاج - م3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300787,دبیرستان دخترانه نوآور - 30433,,شریعتی- نرسیده به متروی قلهك- سمت چپ - پلاك 1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201217,رستوران فرندز- 21266,,سعادت آباد- بلوار پاكنژاد- نرسیده به میدان بهرود- مجتمع پرواز- طبقه دوم- پلاك 315 - م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800713,سوپر سبز نظرلو - 80780,77692303,رسالت - كرمان جنوبی- پایین تر از جانبازان- پ 32- نبش رحمتی - م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800714,مینی هایپر ایران - 80781,77833650,رسالت - كرمان جنوبی - بعد از جانبازان- نبش كوچه رحمتی - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800715,سوپر مهران- 80782,77815540,رسالت - كرمان جنوبی - پایینتر از جانبازان- پایین تر از كوچه سهیل- پلاك 7 - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800716,سوپر نظرلو ( رسالت ) - 80783,77036738, رسالت- انتهای كرمان جنوبی- خ عباسی - روبروی مدرسه لاله های انقلاب- نبش موسوی - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800717,سوپر گندم- 80784,77696115,میدان سبلان- جانبازان غربی - روبروی 16 متری اول سخای- پلاك 221-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800718,سوپر وتوس - 80785,77820662,میدان سبلان- خ جانبازان غربی - خ صفایی- ابتدای اثنی عشری- پلاك 9- م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800719,سوپر ماهان- 80786,88435361,میدان سبلان- خ جانبازان غربی- روبروی16 متری اول- خ صفایی- كوچه ایزدی-پ 8 - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600318,ویدو کلوپ داگ زون - 2600158,32560188,كرج - م نبوت- پاساژ مهستان - طبقه دوم- انتهای بال شرقی- واحد 298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800720,سوپر تک گلبرگ - 80787,77829309,جانبازان غربی- بین 16 متری  دوم و كرمان- نبش عادل زاده جنوبی- م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401473,دبستان دخترانه سرای دانش- 42373,,رسالت -خ هنگام - دور میدان الغدیر - جنب بیمارستان الغدیر- م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800721,سوپر آپادانا - 80788,77266324,نارمك - 46 متری غربی - خ غیاثی پور شمالی- پ 152-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800722,سوپر هدیه - 80789,77905970,نارمك - میدان هفت حوض- رضوان غربی - پ 14-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800723,سوپر رضوان - 80790,77956871,نارمك - میدان هفت حوض- خ رضوانی  غربی - نبش برادران- صادقی- م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800724,سوپر عدالت دریانی- 80791,77932075,نارمك - میدان هفت حوض - خ رضوان غربی- میدان 62 - نبش گلبرگ 4- م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800725,سوپر اسپادانا- 80792,77924859,نارمك - هفت حوض - جانبازان غربی- خ بختیاری جنوبی- نبش رحیمی- م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800726,سوپر شقایق- 80793,77901867,نارمك - پایینتر از هفت حوض - خ آیت ابتدای قاسم زاده- ( جویباری غربی)- پلاك 5- م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800727,سوپر گلچین - 80794,77814446,نارمك - چهارراه تلفنخانه - خ 46 متری ( شهید ثانی غربی ) ابتدای خ سمنگان- پ 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800728,سوپر سید شهمیرزاد - 80795,77830782,نارمك - خ ثانی- 46 متری غربی- خ سهیلیان شمالی- نبش آرشی-پ 255- م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800729,سوپر آذربایجان- 80796,77816933,نارمك - میدان هلال احمر- خ سهیلیان شمالی- نبش مهدی زاده- پ 390- م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501647,بوفه سینما - 50270,,اكباتان- فاز 2- جنب مترو پاساژ- مگامال- طبفه سوم-داخل لابی سینما- آقای محمدی- م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501648,کانتر چیپس و پفیلا- 50271,,اشرفی اصفهانی- نرسیده به میدان پونك- مركز خرید تیراژه- طبقه اول روبروی پلاك 7- م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300788,دبیرستان پسرانه پژوهش- 30434,,پاسداران-گل نبی -ناطق- دستستان هفتم- خ سر دشتی- م 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30700545,دانشکده پرستاری- 70544,,شریعتی- خواجه نصیر- جنب بیمارستان خانواده- دانشكده پرستاری- م7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101001,سینما جوان 2 - 11020,,شریعتی - بالاتر از پل صدربولینگ عبدو- طبقه دوم- م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800730,سوپرمارکت شبانی - 80797,88416223,میدان سبلان-خ حیدری-ن نوروزی فر-پ225 - م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800731,سوپرمارکت آشتیانی - 80798,88417618,م سبلان-خ حیدری-خ فتاحی-ن قنبری-پ318 - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800732,سوپرمارکت صالحی - 80799,88440405,م سبلان-خ حیدری-خ نوروزی فر-ن كوچه نیكوبشمنی - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800733,سوپر گل- 80800,77831081,وحیدیه -میدان تسلیحات- نبش گلستانی شرقی- پ55- م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800734,سوپر برادران - 80801,77827917,وحیدیه -15 متری تسلیحات- نبش كوچه صالحی - م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800735,سوپر تک دریانی - 80802,77812948,وحیدیه -15 متری تسلیحات- نبش كوچه موسوی پ 39- م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800736,سوپر همسایه - 80803,,وحیدیه -15 متری تسلیحات- پ 25- م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800737,لبنیات روز - 80804,77697335,وحیدیه -خ سلیمی افضل- نبش میر حسینی- (زركش)-پ 104-م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800738,سوپر دهکده- 80805,77814872,خ دماوند - خ داوودی-( وحیدیه) - ایستگاه نجاری- سه راه سلیمی افضل- نبش عسگری-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800739,سوپر تبریزی- 80806,77284703,خ دماوند - خ داوودی( وحیدیه) - روبروی كوچه شفیعی- پ 352-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800740,سوپر تبریزیان - 80807,77695095,خ مدنی شمالی- نرسیده به پل گلشن دوست- سمت چپ - نبش امیربلوچ- م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800741,سوپر برادران- 80808,77693752,سبلان جنوبی- خ مدنی- خ ارباب مهدی- ( بخت آزاد) بین رحیمی و مستعلی- پ 274-م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800742,سوپر نوبهار- 80809,88471527,میدان سبلان- سبلان شمالی- روبروی بانك پارسیان-پ 480-م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800743,سوپر همیار - 80810,88438434,سبلان شمالی - بالاتر از موتور آب - نبش امین ا..- پلاك 2- م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101002,دبستان حضرت معصومه - 11021,,مینی سیتی- شهرك محلاتی- خ آزادگان- خ ایثار- م 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501649,آقای تهرانی - 50273,9103990703,اكباتان - فاز 2 - جنب مترو پاساژ مگامال- طبقه f3- روبروی آسانسور-(آقای محمدی)- م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800744,دام دوشان -80811,77555372,خ مدنی - رسیده به چهار راه سبلان- نبش كوچه میری - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800745,گل یاس - 80812,77822508,خ دماوند - بین وحیدیه و سبلان - خ نبیان-نبش خاكی- پ 16-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800746,سوپر سلیمانی - 80813,77917478,نارمك - خ آیت - بعد از چهارراه تلفنخانه - پ 126- م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800747,سوپر رحمانی -80814,77826433,خ مدنی- خ سبلان جنوبی- بعد از سه راه حافظ - نبش كوچه ثقیه -پلاك 135- م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800748,سوپر تبریزیان - 80815,88410845,میدان سبلان- خ سبلان شمالی- نرسیده به چهار راه نظام آباد نبش كوچه انقلاب - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800749,پرشین - 80816,77832419,خ دماوند غرب - بعد از آیت- ایستگاه پل- خ افشار- پ44-م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800750,فروشگاه 55 - 80817,77228610,میدان رسالت - خ مدنی- خ كشفی- پ 488- م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501650,سوپر هایپر وان - 50274,44624056,اشرفی اصفهانی جنوبی- بعد از تیراژه - خ امام حسین - پ 10 - م 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110028,سوپرمارکت پارسیان - 11127,55400904,م قزوین-خ مخصوص-خ كمالی-ن لازار - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110029,سوپرمارکت پامچال - 11128,55413585,م قزوین-خ مخصوص-ن كمالی-روبروی شیرینی بهارنو - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110030,سوپرمارکت گلستانی - 11129,66354545,خ اسكندری-بالاترازامام خمینی-ن نوش آبادی - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501651,مجتمع آموزشی پسرانه ملاصدرا - 50275,, باغ فیض - خ باهنر - خ خلیل آبادی - كوی شقایق12- م 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600319,سوپر آسمان - 2600159,65559040,كرج - اندیشه فاز 3 - بلوار آزادی- جنب سینما ساحل ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600319,سوپر آسمان - 2600159,65559040,كرج - اندیشه فاز 3 - بلوار آزادی- جنب سینما ساحل ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600320,سوپر های مارکت- 2600160,65550941,كرج - اندیشه فاز 3 - بلوار آزادی - خ گلستان- جنب استخر آتهای طلایی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600321,سوپر اسفندیاری - 2600161,65569953,كرج - اندیشه فاز 3- بلوار آزادی- چهارراه میلاد- خ فردوسی شرقی- نبش خ مروارید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600322,سوپر فدک - 2600162,65566439,كرج - اندیشه فاز 3 - خ ولیعصر- بازار روز - بوستان پ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600323,سوپر گلستان- 2600163,65559226,كرج- اندیشه فاز 3- خ ولیعصر - خ استقلال- جنب سنگكی-پ 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201218,سوپرممقانی - 21267,88285383,گیشا-خ فاضل شمالی-روبروی خ فرحزادی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101003,رستوران آلباریو - 11022,,اتوبان صدر بلوار كاوه شمال - به سمت اندرزگو- پلاك 49 - م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201219,رزمارکت - 21268,66597282,ستارخان-خ پاتریس-پ76 - م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000085,رضا خورسندی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40000074,شرکت آریانا,55151459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401474,سوپر فرهنگ - 42374,77041679,خ استقلال- خ صاحب الزمان جنوبی-م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600717,دبیرستان دخترانه انرژی اتمی - 60887,9100929552,انتهای امیرآبادشمالی-خ ابطحی{20}-خ فجر2-سمت چپ - م6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600718,سوپرمارکت پروین - 60888,88012363,كارگرشمالی-خ فاطمی-خ پروین-قبل از  كوچه رزاق منش - م6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000037,احمد قاسمی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401475,سوپر پرهام - 42375,77091322,35متری استقلال 16 متری اول میدان گلستان پ 18 - م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101004,سوپرمارکت زیتون - 11023,22757841,م قدس-خ دربند-خ كرمعلی-خ شهیدالفت-پ50 - م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401476,دبستان دانشپور - 42376,9127942733,مجیدیه شمالی پایینتر از بهشتی بلوار بیژن كوچه ابراهیمی - م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201220,هایپر مارکت آرش - 21269,44231497,مرزداران خ ابراهیمی خ آرش روبروی جهاد سوم پ 4 - م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32200156,اسپادانا,9125581006,كلیومتر20جاده دماوند-پارك فناوری پردیس-خ نوآوری دوم-پ33 - م22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800751,هایپر سی تو - 80818,77935920,خ دماوند به سمت غرب نبش خ آیت - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201221,سوپر زرین - 21270,,سعادت آباد انتهای خ كوهستان خ میثاق كوچه چهارم شرقی پ 5 - م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600324,پدیده بنفشه - 2600164,32860231,كرج-پشت متروپل فردیس-شهرك بنفشه-بلوارآتش نشانی-جنب بانك ملت-روبروی خ شقایق2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600325,سوپرمارکت باران - 2600165,32812914,كرج-پشت متروشهرك بنفشه-بلواروحدت-ن كوچه بی غم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33100034,یاران دریان خوش - 10459,66677034,خ خوش- بالاتر از امام خمینی - نبش كوچه نقوی - م 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600719,کافه لامپ - 60889,9355548370,دورمیدان ولیعصر-ك شقایق-بن بست یكم - م6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100017,دریانی - 110017,66460430,خ كارگر - میدان پاستور - تقاطع فروردین- ورودی ریاست جمهوری- م 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100018,یاران دریان 12 فروردین - 110018,66461435,جمهوری- خ 12 فروردین- نرسیده به آذربایجان- پ 82- م 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100019,دایی عباس - 110019,66495485,خ كارگر جنوب - چهار راه لشگری- خ معیری- روبروی بازار روز منیریه - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100020,سوپر راد- 110020,66564922,پایین تر از میدان انقلاب - نبش كوچه مهدی زاده- م 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34100001,آقای قدسی ( چیپو تله)- 34101,,تبریز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800752,پارس دریانی - 80819,77874745,تهرانپارس-رسالت-حجربن عدی جنوبی-بعداز خ نوكار(154) - م8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401477,سوپرمارکت همایون - 42377,66352009,خ مجیدیه شمالی-بالاترازهمت-ن سلیمانی - م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101005,رستوران الباریو - 11024,22210306,اتوبان صدر-بلواركاوه شمال-نرسیده به اندرزگو-نبش خ قیطریه - م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501652,سوپرمارکت آذربایجان - 50276,44953074,فردوس شرق-خ ولیعصر-خ اعتمادیان شرقی-نرسیده به فلكه صادقیه-پ20 - م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101006,سوپر قیطریه - 11025,22698669,قیطریه-بلوار صبا-خ فاطمیه(سهیل)-نبش-خیابان مهراول غربی- جنب سوپر ماركت سهیل_م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40000075,شرکت پوشش گستر کاغذین,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600720,کافه ایده - 60890,88348720-22,خ هفت تیر - خ صنایی- كریم خان زند-خرسند شمالی -كوچه18 - پلاك 26- خانم جعفری - م6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32200157,دبستان امیر اسلام- 220237,,دهكده المپیك شهرك لاله- خ لادن- خ لاله سوم - م 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401478,فست فود هانیل - 42378,,خ استخر - بین بوستان 3 و 4 - جنب تالار عطر یاس - فست فود هانیل - آقای نجفی- م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30401479,دبستان تزکیه - 42379,9194834037,ریحانی جنوبی-بلوارصباح-نبش توكل - م4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101007,ساندویج استاب - 11026,9374754620,بلوار اندرزگو - نرسیده به 4 چهار كامرانیه - كوچه علوی مجتمع سانا- آقای گرگانی- م 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600326,سوپر آوان - 2600166,32732300,كرج - هفت تیر- بلوار دانش آموز- خ چهارصددستگاه- ( ملك زاده) - نبش لاله 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20100004,نماینده بحرین / حسین حاجی ,97339970061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30700546,سوپرمارکت رهام - 70545,88419215,سهروردی جنوبی-نبش افشین-پ193 - م7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600721,رستوران ویس - 60891,9124337656,ضلع غربی میدان فلسطین-جنب فریمان-جنب بانك ملت-پ548 - م6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201222,سوپرمارکت سعیدعدالت - 21271,44242588,خ جلال آل احمد-نرسیده به اشرفی اصفهانی-خ شایق-پ58 - م2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30101008,سوپرمارکت حکیم - 11027,26707072,زعفرانیه-م اعجازی-خ اعجازی-جنب بانك سرمایه-پ72 - م1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32600327,سوپرمارکت ایمان - 2600167,9123210730,كرج-بلوار شهرداری-خیابان 105-ساختمان ایمان-واحد11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100021,سوپر دنیز - 110021,66485077,میدان انقلاب - خ انقلاب - خ ابوریحان-پ 105-م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100022,سوپر سعیدی - 110022,66972462,خ انقلاب - خ ابوریحان- پایین تر از كوچه عنصری - پ 54- م 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100023,سوپر گندم - 110023,66495836,فلسطین جنوبی - پایین تر از جمهوری - نبش نوشیروان - پ 24- م 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100024,سوپر عظیم لو - 110024,66454113,خ جمهوری - خ 12زفروردین - نبش كمال زاده - پ 122 - م 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100025,سوپر محمدی - 110025,55384169,خ ولیعصر - بالاتر از چهارراه گمرك- پل امیر بهادر- خ بشیری- پ 81- م 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100026,سوپر هایپر فرهنگ - 110026,55398167,خ وحدت اسلامی- بعد از ابو سعید - خ فرهنگ- نبش كوچه 18- پ 170- م 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31100027,سوپر پاپیون -110027,55487265,خ وحدت اسلامی - بعد از پل ابوسعید- روبروی بیمارستان رازی - پ 530- م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501653,سوپر بحری - 50277,9120181858,كاشانی- بلوار اباذر- مجتمع تجاری پردیس زندگی- طبقه دوم - واحد 305- م5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30201223,سوپر یاران دریان گلستان - 21272,66532006,خ حبیب الهی - میدان دریان نو - دور میدان - م 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32500013,شرکت پخش برخط آرا - 25013,22112395,آزادگان - ابتدای جاده احمد آباد مستوفی - بعد از پمپ بنزین كوچه ایثارگران- آقای كربلایی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300789,دانشگاه خواجه نصیر(بوفه عمران) - 30435,9122875611,م ونك-ولیعصر-بعدازمیرداماد-روبروی اسكان - م3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30501654,سوپرمارکت قادری - 50278,9125391368,فردوس غرب-خ سازمان برنامه جنوبی-پ18/3 - م5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31200003,سوپر درخشان - 212003,66702636,خ جمهوری-خ سی تیر-ن كوچه ایروان - م12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110031,سوپرمارکت آق بانو - 11130,66720656,خ انقلاب-نرسیده به چهارراه كالج-خ خارك-تقاطع استادشهریار-پ9 - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110032,سوپر نوبهار - 11131,66723174,خ جمهوری-خ رازی-نبش خ هاشمی فر - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31110033,سوپرمارکت پیمان - 11132,66495473,سه راه جمهوری-روبروی شیخ هادی-خ رازی-بالاترازپرتوی-پ64 - م11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30800753,سوپر پارسا - 80820,22323063,بزرگراه رسالت - خ كرمان جنوبی - نبش رویان - م 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30300890,سوپر تک مارکت -30436,22606648,شریعتی - بعد از دولت - خ خاقانی - بعد از رودكی -پ 42 - م3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600722,سوپر یاران نظرلو - 60892,-88105322-88105322,ولیعصر - یوسف آباد -خ اسدآبادی - بعد از خ 21 سمت چپ - م6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30600723,سوپر سلامت - 60893,88352669,یوسف آباد- خ بیستون - نبش خ 10/1- م 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
